Site,Constituent,c_nounits,STORET,Units,Date Range,Count,Methods,Nr. Non-Detects,Detection Rate,DateOfMax,Min,25th %ile,Mean,Median,75th %ile,Max,DL min,DL max,mann-kendall stats,trend,s,p,slope,intercept,Action,Notes
100833,"Strontium 90, Two Sigma Error (pCi/L)","Strontium 90, Two Sigma Error",13502,pCi/L,2013-2022,53,['EPA 905.0'],0,100.0,2017-06-21,0.112,0.187,0.28139622641509443,0.242,0.344,0.741,0.0,0.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.2659454508101846, z=1.1124482919772165, Tau=0.10595065312046444, s=146.0, var_s=16989.333333333332, slope=0.0008503893214682984, intercept=0.21988987764182424)",no trend,146.0,0.2659454508101846,0.0008503893214682984,0.21988987764182424,TO REVIEW,Pending statistical analysis
100833,Sulfate (mg/L),Sulfate,945,mg/L,2013-2022,56,['300' 'EPA 300.0'],0,100.0,2015-12-09,32.0,83.0,97.57142857142858,96.0,120.0,140.0,0.5,5.0,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.0003274328275058025, z=-3.5925698644528463, Tau=-0.32922077922077925, s=-507.0, var_s=19837.666666666668, slope=-0.7467948717948718, intercept=116.03685897435898)",decreasing,-507.0,0.0003274328275058025,-0.7467948717948718,116.03685897435898,TO REVIEW,Pending statistical analysis
100834,Alkalinity (mg/L),Alkalinity,410,mg/L,2013-2022,46,['SM 2320B'],0,100.0,2020-10-13,35.0,57.0,83.60869565217392,76.0,110.0,140.0,2.0,2.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.761496320034615, z=-0.3035164408821157, Tau=-0.03188405797101449, s=-33.0, var_s=11115.666666666666, slope=-0.07142857142857142, intercept=77.60714285714286)",no trend,-33.0,0.761496320034615,-0.07142857142857142,77.60714285714286,TO REVIEW,Pending statistical analysis
100834,"Alpha, Two Sigma Error (pCi/L)","Alpha, Two Sigma Error",1502,pCi/L,2013-2022,44,['EPA 900.0' 'SM 7110C'],0,100.0,2013-10-03,0.29,0.61,1.3525681818181812,0.84,2.4,3.8,0.0,0.0,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.0010360614062912, z=-3.280546619974241, Tau=-0.34355179704016914, s=-325.0, var_s=9754.333333333334, slope=-0.04704968944099379, intercept=1.8515683229813664)",decreasing,-325.0,0.0010360614062912,-0.04704968944099379,1.8515683229813664,TO REVIEW,Pending statistical analysis
100834,Aluminum (ug/L),Aluminum,1105,ug/L,2013-2022,45,['200.8' 'EPA 200.8'],38,15.555555555555557,2016-06-08,20.0,0.0,22.12748538011693,0.0,0.0,300.0,20.0,40.0,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.03259966353171895, z=-2.136979444643501, Tau=-0.14747474747474748, s=-146.0, var_s=4604.0, slope=0.0, intercept=20.0)",decreasing,-146.0,0.03259966353171895,0.0,20.0,TO REVIEW,Pending statistical analysis
100834,Arsenic (ug/L),Arsenic,1002,ug/L,2013-2022,45,['200.8' 'EPA 200.8'],1,97.77777777777777,2013-10-03,1.5,2.8,4.223333333333333,3.9,5.8,8.4,1.0,2.0,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.02035082456751458, z=-2.3198161588217956, Tau=-0.2404040404040404, s=-238.0, var_s=10437.333333333334, slope=-0.04999999999999999, intercept=5.0)",decreasing,-238.0,0.02035082456751458,-0.04999999999999999,5.0,TO REVIEW,Pending statistical analysis
100834,Barium (ug/L),Barium,1007,ug/L,2013-2022,45,['200.8' 'EPA 200.8'],0,100.0,2021-08-06,21.0,31.0,58.999999999999986,51.0,74.0,170.0,2.0,4.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.08851340588411105, z=-1.703292166227731, Tau=-0.17676767676767677, s=-175.0, var_s=10435.666666666666, slope=-0.554093567251462, intercept=63.19005847953216)",no trend,-175.0,0.08851340588411105,-0.554093567251462,63.19005847953216,TO REVIEW,Pending statistical analysis
100834,"Beta, Two Sigma Error (pCi/L)","Beta, Two Sigma Error",3502,pCi/L,2013-2022,44,['EPA 900.0'],0,100.0,2015-12-29,0.3,0.543,0.9108181818181816,0.68,1.1,2.3,0.0,0.0,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.0001954853924426292, z=-3.724780305047368, Tau=-0.39006342494714585, s=-369.0, var_s=9761.0, slope=-0.01920866935483871, intercept=1.1029863911290323)",decreasing,-369.0,0.0001954853924426292,-0.01920866935483871,1.1029863911290323,TO REVIEW,Pending statistical analysis
100834,"Bicarbonate as HCO3, Calculated (mg/L)","Bicarbonate as HCO3, Calculated",440,mg/L,2013-2022,46,['SM 2320B' 'SM2330B'],0,100.0,2020-10-13,43.0,69.0,101.60869565217392,93.0,140.0,170.0,2.0,2.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.6352546049871208, z=-0.47434402075128995, Tau=-0.04927536231884058, s=-51.0, var_s=11111.0, slope=-0.19047619047619047, intercept=97.28571428571429)",no trend,-51.0,0.6352546049871208,-0.19047619047619047,97.28571428571429,TO REVIEW,Pending statistical analysis
100834,Boron (mg/L),Boron,1020,mg/L,2013-2022,45,['200.7 Rev 4.4' 'EPA 200.7'],13,71.11111111111111,2016-04-12,0.05,0.0,0.07173333333333332,0.069,0.11,0.21,0.05,0.05,"Mann_Kendall_Test(trend='decreasing', h=True, p=5.869825957716124e-05, z=-4.0179836875460095, Tau=-0.4101010101010101, s=-406.0, var_s=10160.0, slope=-0.0013999999999999998, intercept=0.0998)",decreasing,-406.0,5.869825957716124e-05,-0.0013999999999999998,0.0998,TO REVIEW,Pending statistical analysis
100834,Bromate (ug/L),Bromate,A-027,ug/L,2017-2022,10,['EPA 317'],4,60.0,2022-02-15,1.0,0.0,1.4700000000000006,1.6,3.2,3.5,1.0,1.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.5780144509268212, z=0.5562873244938717, Tau=0.15555555555555556, s=7.0, var_s=116.33333333333333, slope=0.01666666666666668, intercept=1.375)",no trend,7.0,0.5780144509268212,0.01666666666666668,1.375,TO REVIEW,Pending statistical analysis
100834,Bromate by UV/VIS (ug/L),Bromate by UV/VIS,A-027,ug/L,2017-2022,10,['EPA 317'],4,60.0,2022-02-15,1.0,0.0,1.4700000000000006,1.6,3.2,3.5,1.0,1.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.5780144509268212, z=0.5562873244938717, Tau=0.15555555555555556, s=7.0, var_s=116.33333333333333, slope=0.01666666666666668, intercept=1.375)",no trend,7.0,0.5780144509268212,0.01666666666666668,1.375,TO REVIEW,Pending statistical analysis
100834,Calcium (mg/L),Calcium,916,mg/L,2013-2022,46,['200.7 Rev 4.4' 'EPA 200.7'],0,100.0,2021-08-06,10.0,16.0,30.10869565217392,28.0,37.0,84.0,1.0,1.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.5883705221305648, z=-0.5411988615146839, Tau=-0.05603864734299517, s=-58.0, var_s=11092.666666666666, slope=-0.07142857142857142, intercept=29.607142857142858)",no trend,-58.0,0.5883705221305648,-0.07142857142857142,29.607142857142858,TO REVIEW,Pending statistical analysis
100834,Chemical Oxygen Demand (COD) (mg/L),Chemical Oxygen Demand (COD),340,mg/L,2013-2022,45,['410.4' 'EPA 410.4'],40,11.111111111111114,2017-02-13,5.0,0.0,0.8688888888888883,0.0,0.0,12.0,5.0,5.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.2073683191439719, z=-1.2608349491960902, Tau=-0.07171717171717172, s=-71.0, var_s=3082.3333333333335, slope=0.0, intercept=5.0)",no trend,-71.0,0.2073683191439719,0.0,5.0,TO REVIEW,Pending statistical analysis
100834,Chlorate (ug/L),Chlorate,A-037,ug/L,2017-2022,15,['300' 'EPA 300.0'],3,80.0,2021-08-06,10.0,23.0,80.93333333333334,40.0,78.0,360.0,10.0,10.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.3703044946117655, z=0.8959031444642558, Tau=0.18095238095238095, s=19.0, var_s=403.6666666666667, slope=1.75, intercept=27.75)",no trend,19.0,0.3703044946117655,1.75,27.75,TO REVIEW,Pending statistical analysis
100834,Chloride (mg/L),Chloride,940,mg/L,2013-2022,47,['300' 'EPA 300.0'],0,100.0,2021-08-06,3.7,8.6,32.45531914893616,16.0,52.0,120.0,0.5,5.0,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.0024698299031040705, z=-3.027013423333297, Tau=-0.30619796484736356, s=-331.0, var_s=11885.0, slope=-0.6461538461538462, intercept=30.861538461538462)",decreasing,-331.0,0.0024698299031040705,-0.6461538461538462,30.861538461538462,TO REVIEW,Pending statistical analysis
100834,Chloroform (Trichloromethane) (ug/L),Chloroform (Trichloromethane),32106,ug/L,2013-2022,46,['524.2' 'EPA 524.2'],37,19.565217391304344,2021-08-06,0.5,0.0,0.9402173913043514,0.0,0.0,20.0,0.5,0.5,"Mann_Kendall_Test(trend='no trend', h=False, p=0.243337760610415, z=1.1666846088978098, Tau=0.08309178743961353, s=86.0, var_s=5308.0, slope=0.0, intercept=0.5)",no trend,86.0,0.243337760610415,0.0,0.5,TO REVIEW,Pending statistical analysis
100834,Copper (ug/L),Copper,1042,ug/L,2013-2022,45,['200.8' 'EPA 200.8'],39,13.333333333333329,2013-02-06,2.0,0.0,0.42299741602067187,0.0,0.0,4.3,2.0,4.0,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.021171294589444667, z=-2.3049157099087463, Tau=-0.1505050505050505, s=-149.0, var_s=4123.0, slope=0.0, intercept=2.0)",decreasing,-149.0,0.021171294589444667,0.0,2.0,TO REVIEW,Pending statistical analysis
100834,Field pH (Units),Field pH,400,Units,2013-2022,43,['EPA 150.1'],0,100.0,2019-10-17,5.68,6.8,6.963720930232558,7.01,7.14,7.6,0.0,0.1,"Mann_Kendall_Test(trend='no trend', h=False, p=0.7372708877058793, z=-0.33546958065196747, Tau=-0.036544850498338874, s=-33.0, var_s=9099.0, slope=-0.0007894736842105329, intercept=7.026578947368421)",no trend,-33.0,0.7372708877058793,-0.0007894736842105329,7.026578947368421,TO REVIEW,Pending statistical analysis
100834,Fluoride (mg/L),Fluoride,951,mg/L,2013-2022,45,['SM 4500 F C' 'SM 4500F-C'],0,100.0,2020-10-13,0.11,0.21,0.24555555555555553,0.24,0.28,0.36,0.05,0.05,"Mann_Kendall_Test(trend='no trend', h=False, p=0.5688588930596332, z=0.5697328690871696, Tau=0.0595959595959596, s=59.0, var_s=10363.666666666666, slope=0.00024695121951219464, intercept=0.23456707317073172)",no trend,59.0,0.5688588930596332,0.00024695121951219464,0.23456707317073172,TO REVIEW,Pending statistical analysis
100834,Gross Alpha (pCi/L),Gross Alpha,1501,pCi/L,2013-2022,45,['900' 'EPA 900.0' 'SM 7110C'],36,20.0,2020-10-13,2.2,0.0,1.2422222222222217,0.0,0.0,8.9,2.2,3.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.6772140533922952, z=-0.4162677981940258, Tau=-0.03434343434343434, s=-34.0, var_s=6284.666666666667, slope=0.0, intercept=3.0)",no trend,-34.0,0.6772140533922952,0.0,3.0,TO REVIEW,Pending statistical analysis
100834,Gross Beta (pCi/L),Gross Beta,3501,pCi/L,2013-2022,45,['900' 'EPA 900.0'],17,62.22222222222222,2019-08-13,1.77,2.35,3.7124266666666665,3.6,4.8,7.4,0.82,4.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.6021361440657793, z=-0.5213310936024238, Tau=-0.05353535353535353, s=-53.0, var_s=9949.0, slope=0.0, intercept=3.8)",no trend,-53.0,0.6021361440657793,0.0,3.8,TO REVIEW,Pending statistical analysis
100834,"Hardness (Total, as CaCO3) (mg/L)","Hardness (Total, as CaCO3)",900,mg/L,2013-2022,45,['SM 2340B'],0,100.0,2021-08-06,38.0,66.0,117.66666666666664,110.0,140.0,320.0,3.0,3.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.45649363223778083, z=-0.7446329677739133, Tau=-0.07777777777777778, s=-77.0, var_s=10417.0, slope=-0.5, intercept=121.0)",no trend,-77.0,0.45649363223778083,-0.5,121.0,TO REVIEW,Pending statistical analysis
100834,Hexavalent Chromium (Cr VI) (ug/L),Hexavalent Chromium (Cr VI),1032,ug/L,2013-2022,46,['218.6' 'EPA 218.6'],0,100.0,2014-02-18,0.07,0.17,0.28260869565217395,0.25,0.37,0.61,0.02,0.02,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.008380947226680036, z=-2.6363247788500046, Tau=-0.26956521739130435, s=-279.0, var_s=11119.666666666666, slope=-0.004000000000000001, intercept=0.34500000000000003)",decreasing,-279.0,0.008380947226680036,-0.004000000000000001,0.34500000000000003,TO REVIEW,Pending statistical analysis
100834,Iron (mg/L),Iron,1045,mg/L,2013-2022,45,['200.7 Rev 4.4' 'EPA 200.7'],37,17.777777777777786,2013-10-03,0.01,0.0,0.042466666666666625,0.0,0.0,0.95,0.01,0.02,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.0023746882105135647, z=-3.03886807265396, Tau=-0.26262626262626265, s=-260.0, var_s=7264.0, slope=0.0, intercept=0.02)",decreasing,-260.0,0.0023746882105135647,0.0,0.02,TO REVIEW,Pending statistical analysis
100834,Lab pH (Units),Lab pH,403,Units,2013-2022,12,['SM4500-HB'],0,100.0,2022-02-15,7.3,7.4,7.591666666666667,7.6,7.7,7.9,0.1,0.1,"Mann_Kendall_Test(trend='no trend', h=False, p=0.25107284093434945, z=1.147747439661145, Tau=0.25757575757575757, s=17.0, var_s=194.33333333333334, slope=0.022500000000000065, intercept=7.476249999999999)",no trend,17.0,0.25107284093434945,0.022500000000000065,7.476249999999999,TO REVIEW,Pending statistical analysis
100834,Lab Turbidity (NTU),Lab Turbidity,82079,NTU,2017-2022,13,['EPA 180.1'],0,100.0,2021-08-06,0.11,0.14,0.5999999999999996,0.17,0.22,5.6,0.1,0.1,"Mann_Kendall_Test(trend='no trend', h=False, p=0.8061393357203168, z=0.24540954937812096, Tau=0.0641025641025641, s=5.0, var_s=265.6666666666667, slope=0.003541666666666666, intercept=0.14875000000000002)",no trend,5.0,0.8061393357203168,0.003541666666666666,0.14875000000000002,TO REVIEW,Pending statistical analysis
100834,Magnesium (mg/L),Magnesium,927,mg/L,2013-2022,45,['200.7 Rev 4.4' 'EPA 200.7'],0,100.0,2021-08-06,3.3,5.6,9.83111111111111,9.8,11.0,27.0,0.1,0.1,"Mann_Kendall_Test(trend='no trend', h=False, p=0.23965516248800744, z=-1.1758491482308022, Tau=-0.12222222222222222, s=-121.0, var_s=10415.0, slope=-0.07100840336134454, intercept=11.36218487394958)",no trend,-121.0,0.23965516248800744,-0.07100840336134454,11.36218487394958,TO REVIEW,Pending statistical analysis
100834,Manganese (ug/L),Manganese,1055,ug/L,2013-2022,45,['200.8' 'EPA 200.8'],21,53.333333333333336,2020-12-14,2.0,0.0,8.752307692307689,2.9,11.0,94.0,2.0,10.0,"Mann_Kendall_Test(trend='increasing', h=True, p=0.0005434008510329935, z=3.4583965816079965, Tau=0.3414141414141414, s=338.0, var_s=9495.333333333334, slope=0.08944444444444444, intercept=1.0322222222222224)",increasing,338.0,0.0005434008510329935,0.08944444444444444,1.0322222222222224,TO REVIEW,Pending statistical analysis
100834,Nitrate (as N) (mg/L),Nitrate (as N),620,mg/L,2013-2022,45,['300' 'EPA 300.0'],2,95.55555555555556,2013-08-15,0.2,0.89,1.491333333333333,1.2,2.4,3.4,0.05,0.5,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.0038283260339189162, z=-2.8919715571634406, Tau=-0.298989898989899, s=-296.0, var_s=10405.333333333334, slope=-0.03333333333333333, intercept=1.9333333333333331)",decreasing,-296.0,0.0038283260339189162,-0.03333333333333333,1.9333333333333331,TO REVIEW,Pending statistical analysis
100834,Nitrate (as NO3) (mg/L),Nitrate (as NO3),71850,mg/L,2017-2022,10,['EPA 300.0'],2,80.0,2021-08-06,0.88,1.7,4.41,4.1,5.5,14.0,0.22,2.2,"Mann_Kendall_Test(trend='no trend', h=False, p=0.059314406470354575, z=1.8858556712811365, Tau=0.4888888888888889, s=22.0, var_s=124.0, slope=0.6666666666666666, intercept=0.7999999999999998)",no trend,22.0,0.059314406470354575,0.6666666666666666,0.7999999999999998,TO REVIEW,Pending statistical analysis
100834,"Organic Nitrogen, Calculated (mg/L)","Organic Nitrogen, Calculated",605,mg/L,2013-2022,45,"['Nitrogen,Org' 'EPA 351.2']",40,11.111111111111114,2021-08-06,0.03,0.0,0.030444444444444427,0.0,0.0,0.43,0.03,0.2,"Mann_Kendall_Test(trend='no trend', h=False, p=0.21849309472821865, z=-1.2305449784001372, Tau=-0.07575757575757576, s=-75.0, var_s=3616.3333333333335, slope=0.0, intercept=0.2)",no trend,-75.0,0.21849309472821865,0.0,0.2,TO REVIEW,Pending statistical analysis
100834,PFBS (ng/L),PFBS,C2801,ng/L,2019-2019,4,"['EPA 537 Ver 1.1,mod']",0,100.0,2019-08-13,1.8,1.8,2.4,2.5,2.6,2.7,0.91,1.8,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=8.666666666666666, slope=-0.008333333333333342, intercept=2.5625)",no trend,0.0,1.0,-0.008333333333333342,2.5625,TO REVIEW,Pending statistical analysis
100834,PFOA (ug/L),PFOA,C2806,ug/L,2020-2022,12,['EPA 537.1'],7,41.666666666666664,2021-06-16,0.002,0.0,0.0026249999999999993,0.0,0.0028,0.01,0.002,0.002,"Mann_Kendall_Test(trend='increasing', h=True, p=0.013647579043218672, z=2.466407978585798, Tau=0.5, s=33.0, var_s=168.33333333333334, slope=0.00013666666666666666, intercept=0.0012483333333333335)",increasing,33.0,0.013647579043218672,0.00013666666666666666,0.0012483333333333335,TO REVIEW,Pending statistical analysis
100834,PFOS (ng/L),PFOS,C2805,ng/L,2019-2019,4,"['EPA 537 Ver 1.1,mod']",0,100.0,2019-08-13,3.9,3.9,5.575,4.1,7.1,7.2,1.7,1.8,"Mann_Kendall_Test(trend='no trend', h=False, p=0.7340951823194757, z=0.3396831102433787, Tau=0.3333333333333333, s=2.0, var_s=8.666666666666666, slope=0.5833333333333333, intercept=4.725)",no trend,2.0,0.7340951823194757,0.5833333333333333,4.725,TO REVIEW,Pending statistical analysis
100834,PFOS (ug/L),PFOS,C2805,ug/L,2020-2022,12,['EPA 537.1'],2,83.33333333333334,2020-04-21,0.002,0.0025,0.0036999999999999993,0.003,0.004,0.011,0.002,0.002,"Mann_Kendall_Test(trend='no trend', h=False, p=0.4485287515174601, z=-0.7578701000881318, Tau=-0.18181818181818182, s=-12.0, var_s=210.66666666666666, slope=-0.00011000000000000011, intercept=0.0039050000000000005)",no trend,-12.0,0.4485287515174601,-0.00011000000000000011,0.0039050000000000005,TO REVIEW,Pending statistical analysis
100834,pH of CaCO3 Saturation (@25C) (Units),pH of CaCO3 Saturation (@25C),J-006,Units,2017-2022,10,['SM 2330B'],0,100.0,2020-02-11,7.4,7.6,8.05,8.2,8.4,8.7,0.1,0.1,"Mann_Kendall_Test(trend='no trend', h=False, p=0.5844038683322845, z=-0.5469634129164876, Tau=-0.15555555555555556, s=-7.0, var_s=120.33333333333333, slope=-0.02857142857142847, intercept=8.328571428571427)",no trend,-7.0,0.5844038683322845,-0.02857142857142847,8.328571428571427,TO REVIEW,Pending statistical analysis
100834,pH of CaCO3 Saturation (@60C) (Units),pH of CaCO3 Saturation (@60C),J-007,Units,2017-2022,10,['SM 2330B'],0,100.0,2020-02-11,6.9,7.2,7.59,7.8,7.9,8.2,0.1,0.1,"Mann_Kendall_Test(trend='no trend', h=False, p=0.7153784533788454, z=-0.3646422752776584, Tau=-0.1111111111111111, s=-5.0, var_s=120.33333333333333, slope=-0.014285714285714362, intercept=7.814285714285715)",no trend,-5.0,0.7153784533788454,-0.014285714285714362,7.814285714285715,TO REVIEW,Pending statistical analysis
100834,Potassium (mg/L),Potassium,937,mg/L,2013-2022,45,['200.7 Rev 4.4' 'EPA 200.7'],0,100.0,2021-08-06,2.0,3.0,4.073333333333333,4.1,4.9,7.0,1.0,1.0,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.002916187411065252, z=-2.976437263332309, Tau=-0.30808080808080807, s=-305.0, var_s=10431.666666666666, slope=-0.04459064327485382, intercept=5.080994152046784)",decreasing,-305.0,0.002916187411065252,-0.04459064327485382,5.080994152046784,TO REVIEW,Pending statistical analysis
100834,Radium 226 Counting Error (pCi/L),Radium 226 Counting Error,9502,pCi/L,2013-2018,11,['EPA 903.1'],0,100.0,2016-10-27,0.126,0.221,0.29845454545454553,0.313,0.357,0.481,0.0,0.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.7554968749288828, z=0.3113995776646092, Tau=0.09090909090909091, s=5.0, var_s=165.0, slope=0.00825, intercept=0.27175)",no trend,5.0,0.7554968749288828,0.00825,0.27175,TO REVIEW,Pending statistical analysis
100834,Radium 228 Counting Error (pCi/L),Radium 228 Counting Error,11502,pCi/L,2016-2022,20,['RA-228 GA' 'EPA 904.0'],13,35.0,2022-04-06,0.0,0.0,0.2274545454545455,0.348,0.363,1.0,0.0,1.0,"Mann_Kendall_Test(trend='increasing', h=True, p=0.00040892308665352317, z=3.534257108983709, Tau=0.5473684210526316, s=104.0, var_s=849.3333333333334, slope=0.05127472527472528, intercept=-0.11310989010989014)",increasing,104.0,0.00040892308665352317,0.05127472527472528,-0.11310989010989014,TO REVIEW,Pending statistical analysis
100834,Radon (pCi/L),Radon,82303,pCi/L,2013-2022,44,['SM 7500RN'],1,97.72727272727273,2014-02-18,50.0,250.0,302.6386363636363,320.0,360.0,590.0,0.0,55.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.490716592222989, z=-0.6891695249813671, Tau=-0.07293868921775898, s=-69.0, var_s=9735.666666666666, slope=-0.6424999999999992, intercept=333.81374999999997)",no trend,-69.0,0.490716592222989,-0.6424999999999992,333.81374999999997,TO REVIEW,Pending statistical analysis
100834,"Radon 222, Two Sigma Error (pCi/L)","Radon 222, Two Sigma Error",82302,pCi/L,2013-2022,44,['SM 7500RN'],0,100.0,2017-10-11,6.0,13.0,16.58704545454545,15.0,18.0,46.7,0.0,0.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.34481509243131914, z=0.944694056156395, Tau=0.09936575052854123, s=94.0, var_s=9691.333333333334, slope=0.04000000000000001, intercept=14.14)",no trend,94.0,0.34481509243131914,0.04000000000000001,14.14,TO REVIEW,Pending statistical analysis
100834,Sodium (mg/L),Sodium,929,mg/L,2013-2022,45,['200.7 Rev 4.4' 'EPA 200.7'],0,100.0,2016-04-12,7.4,12.0,26.95555555555555,19.0,40.0,70.0,1.0,1.0,"Mann_Kendall_Test(trend='decreasing', h=True, p=9.10233635131874e-08, z=-5.3437893078003285, Tau=-0.5525252525252525, s=-547.0, var_s=10439.666666666666, slope=-0.8964285714285714, intercept=38.72142857142857)",decreasing,-547.0,9.10233635131874e-08,-0.8964285714285714,38.72142857142857,TO REVIEW,Pending statistical analysis
100834,Source Temperature (F) (Degrees),Source Temperature (F),11,Degrees,2013-2022,45,['FIELD/SM2550B'],0,100.0,2019-10-17,52.1,62.2,66.83977777777778,66.2,72.4,84.9,0.0,0.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.10438802058582985, z=1.6239427827783728, Tau=0.1686868686868687, s=167.0, var_s=10449.0, slope=0.1447863247863247, intercept=63.01470085470086)",no trend,167.0,0.10438802058582985,0.1447863247863247,63.01470085470086,TO REVIEW,Pending statistical analysis
100834,Specific Conductance (umho/cm),Specific Conductance,95,umho/cm,2013-2022,45,['SM 2510B' 'SM2510B'],0,100.0,2021-08-06,130.0,220.0,368.66666666666663,320.0,490.0,800.0,2.0,10.0,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.004380410832460324, z=-2.849383038635363, Tau=-0.29494949494949496, s=-292.0, var_s=10430.0, slope=-5.4006410256410255, intercept=438.81410256410254)",decreasing,-292.0,0.004380410832460324,-5.4006410256410255,438.81410256410254,TO REVIEW,Pending statistical analysis
100834,"Strontium 90, Two Sigma Error (pCi/L)","Strontium 90, Two Sigma Error",13502,pCi/L,2013-2022,44,['EPA 905.0'],0,100.0,2017-06-13,0.112,0.171,0.27063636363636356,0.221,0.323,0.664,0.0,0.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.5573936201678036, z=0.5867172505043899, Tau=0.06236786469344609, s=59.0, var_s=9772.333333333334, slope=0.0006201372997711675, intercept=0.2116670480549199)",no trend,59.0,0.5573936201678036,0.0006201372997711675,0.2116670480549199,TO REVIEW,Pending statistical analysis
100834,Sucralose (ng/L),Sucralose,WRD108,ng/L,2017-2022,12,['LC-MS-MS'],2,83.33333333333334,2021-08-06,100.0,200.0,2369.9999999999986,620.0,1500.0,20000.0,100.0,1000.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.491866357909307, z=0.6873433966234707, Tau=0.16666666666666666, s=11.0, var_s=211.66666666666666, slope=35.66666666666667, intercept=453.8333333333333)",no trend,11.0,0.491866357909307,35.66666666666667,453.8333333333333,TO REVIEW,Pending statistical analysis
100834,Sulfate (mg/L),Sulfate,945,mg/L,2013-2022,45,['300' 'EPA 300.0'],0,100.0,2021-08-06,9.0,19.0,35.61333333333333,25.0,50.0,110.0,0.25,2.5,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.00127215477351994, z=-3.2221883498427166, Tau=-0.3333333333333333, s=-330.0, var_s=10425.333333333334, slope=-0.7360681114551084, intercept=41.193498452012385)",decreasing,-330.0,0.00127215477351994,-0.7360681114551084,41.193498452012385,TO REVIEW,Pending statistical analysis
